converted_date,weekly_sales,moving_avg_sales
2010-10-08,1015051.62,1258482.76
2010-10-08,1179851.68,1272966.56
2010-10-08,1361944.94,1259563.4
2010-10-08,674283.86,982342.32
2010-10-08,1001069.52,1046440.32
2010-10-08,1707662.87,1184962.57
2010-10-08,1334571.87,1215906.61
2010-10-08,530059.06,1049529.44
2010-10-08,462080.47,1007088.76
2010-10-08,1300131.68,1066901.19
2010-10-08,1085483.44,942465.3
2010-10-08,266484.19,728847.77
2010-10-08,931710.67,809178.09
2010-10-08,874615.32,891685.06
2010-10-08,444351.61,720529.05
2010-10-08,524483.65,608329.09
2010-10-08,351271.36,625286.52
2010-10-08,1286598.59,696264.11
2010-10-08,972405.38,715822.12
2010-10-08,1162042.24,859360.24
2010-10-08,599759.45,874415.4
2010-10-08,713332.54,946827.64
2010-10-08,279524.44,745412.81
2010-10-08,745782.1,700088.15
2010-10-15,1459409.1,759561.53
2010-10-15,1794355.49,998480.73
2010-10-15,345584.39,924931.1
2010-10-15,1867345.09,1242495.23
2010-10-15,280681.2,1149475.05
2010-10-15,1344580.92,1126509.42
2010-10-15,463370.48,860312.42
2010-10-15,826546.96,956504.93
2010-10-15,454769.68,673989.85
2010-10-15,1703850.25,958623.66
2010-10-15,1175003.67,924708.21
2010-10-15,862419.84,1004518.08
2010-10-15,1851431.06,1209494.9
2010-10-15,1932162.63,1504973.49
2010-10-15,577011.26,1279605.69
2010-10-15,452169.28,1135038.81
2010-10-15,838297.32,1130214.31
2010-10-15,1029618.1,965851.72
2010-10-15,1369317.63,853282.72
2010-10-15,1950676.39,1128015.74
2010-10-15,693412.05,1176264.3
2010-10-15,954401.46,1199485.13
2010-10-15,1119809.71,1217523.45
2010-10-15,1300806.74,1203821.27
2010-10-15,616094.72,936904.94
2010-10-15,937956.89,985813.9
2010-10-15,1728388.2,1140611.25
2010-10-15,1158062.99,1148261.91
2010-10-15,483011.69,984702.9
2010-10-15,453943.89,952272.73
2010-10-15,1265852.43,1017851.84
2010-10-15,1096692.88,891512.78
2010-10-15,251732.92,710246.76
2010-10-15,888703.62,791385.15
2010-10-15,798376.99,860271.77
2010-10-15,453308.15,697762.91
2010-10-15,498925.86,578209.51
2010-10-15,337743.26,595411.58
2010-10-15,1238742,665419.25
2010-10-15,917883.17,689320.49
2010-10-15,1133913.33,825441.52
2010-10-15,559285.35,837513.42
2010-10-15,699852.68,909935.31
2010-10-15,268708.43,715928.59
2010-10-15,715263.3,675404.62
2010-10-22,1345454,717712.75
2010-10-22,1737947.64,953445.21
2010-10-22,348895.98,883253.87
2010-10-22,1927610.06,1215034.2
2010-10-22,284988.27,1128979.19
2010-10-22,1332716.53,1126431.7
2010-10-22,472450.81,873332.33
2010-10-22,836419.14,970836.96
2010-10-22,466322.76,678579.5
2010-10-22,1740234.06,969628.66
2010-10-22,1169831.38,937051.63
2010-10-22,857883.46,1014138.16
2010-10-22,1796949.59,1206244.25
2010-10-22,1936621.09,1500303.92
2010-10-22,600395.73,1272336.25
2010-10-22,541216.92,1146613.36
2010-10-22,815093.76,1138055.42
2010-10-22,1052120.43,989089.59
2010-10-22,1357154.71,873196.31
2010-10-22,1893955.27,1131908.22
2010-10-22,710668.45,1165798.52
2010-10-22,960998.52,1194979.48
2010-10-22,1147503.92,1214056.17
2010-10-22,1234875.33,1189600.3
2010-10-22,661644.19,943138.08
2010-10-22,916522.66,984308.92
2010-10-22,1693935.29,1130896.28
2010-10-22,1120619.32,1125519.36
2010-10-22,505221.17,979588.53
2010-10-22,459631.74,939186.04
2010-10-22,1262289.29,1008339.36
2010-10-22,1102185,889989.3
2010-10-22,234175.92,712700.62
2010-10-22,936293.6,798915.11
2010-10-22,827705.82,872529.93
2010-10-22,424956.3,705063.33
2010-10-22,510425.4,586711.41
2010-10-22,339042.18,607684.66
2010-10-22,1261109.01,672647.74
2010-10-22,882180.91,683542.76
2010-10-22,1156003.7,829752.24
2010-10-22,522467.51,832160.66
2010-10-22,680943.03,900540.83
2010-10-22,270110.3,702341.09
2010-10-22,730899.37,672084.78
2010-10-29,1384209.22,717725.89
2010-10-29,1802755.11,973783.41
2010-10-29,348591.74,907313.15
2010-10-29,1933333,1239957.69
2010-10-29,278031.81,1149384.18
2010-10-29,1385323.7,1149607.07
2010-10-29,465493.15,882154.68
2010-10-29,830756.76,978587.68
2010-10-29,508801.61,693681.41
2010-10-29,1741308.56,986336.76
2010-10-29,1195036,948279.22
2010-10-29,955294.7,1046239.53
2010-10-29,1887895.07,1257667.19
2010-10-29,1984768.34,1552860.53
2010-10-29,598301.5,1324259.12
2010-10-29,495022.51,1184256.42
2010-10-29,861941.25,1165585.73
2010-10-29,1038576.54,995722.03
2010-10-29,1404576.48,879683.66
2010-10-29,1891816,1138386.56
2010-10-29,731756.65,1185733.38
2010-10-29,1025766.27,1218498.39
2010-10-29,1112871.23,1233357.33
2010-10-29,1244925.94,1201427.22
2010-10-29,674458.03,957955.62
2010-10-29,895069.88,990618.27
2010-10-29,1688955.49,1123256.11
2010-10-29,1231688.48,1147019.56
2010-10-29,527058.59,1003446.09
2010-10-29,438334.39,956221.37
2010-10-29,1257921.28,1028791.65
2010-10-29,1115138.51,914028.25
2010-10-29,213538.32,710398.22
2010-10-29,926294.02,790245.3
2010-10-29,857797.33,874137.89
2010-10-29,392654.26,701084.49
2010-10-29,514485.9,580953.97
2010-10-29,341219.63,606490.23
2010-10-29,1294769.08,680185.24
2010-10-29,875038.84,683633.54
2010-10-29,1144854.56,834073.6
2010-10-29,476967.65,826569.95
2010-10-29,610076.32,880341.29
2010-10-29,286497.49,678686.97
2010-10-29,732859.76,650251.16
2010-11-05,1551659.28,731612.1
2010-11-05,1939061.41,1024030.85
2010-11-05,423175.56,986650.7
2010-11-05,2013115.79,1331974.36
2010-11-05,325310.3,1250464.47
2010-11-05,1505442.15,1241221.04
2010-11-05,480512.44,949511.25
2010-11-05,927266.34,1050329.4
2010-11-05,517869.97,751280.24
2010-11-05,1832211.96,1052660.57
2010-11-05,1332759.13,1018123.97
2010-11-05,929690.71,1107959.62
2010-11-05,1854967.66,1293499.89
2010-11-05,2078417.47,1605609.39
2010-11-05,612987.64,1361764.52
2010-11-05,446905.02,1184593.7
2010-11-05,818434.49,1162342.46
2010-11-05,1089530.94,1009255.11
2010-11-05,1435379.25,880647.47
2010-11-05,2184316.64,1194913.27
2010-11-05,719888.76,1249510.02
2010-11-05,1006888.16,1287200.75
2010-11-05,1203119.96,1309918.55
2010-11-05,1285358.01,1279914.31
2010-11-05,696314.53,982313.88
2010-11-05,970224.51,1032381.03
2010-11-05,1686010.02,1168205.41
2010-11-05,1501663.26,1227914.07
2010-11-05,521002.97,1075043.06
2010-11-05,484661.87,1032712.53
2010-11-05,1324455.72,1103558.77
2010-11-05,1063056.21,978968.01
2010-11-05,246124.61,727860.28
2010-11-05,972292.31,818118.14
2010-11-05,843755.12,889936.79
2010-11-05,405860.37,706217.72
2010-11-05,539683.42,601543.17
2010-11-05,380870.09,628492.26
2010-11-05,1293707.19,692775.24
2010-11-05,968270.66,717678.35
2010-11-05,1163878.49,869281.97
2010-11-05,565390.4,874423.37
2010-11-05,605960.2,919441.39
2010-11-05,270516.84,714803.32
2010-11-05,764014.06,673952
2010-11-12,1494479.49,740072.2
2010-11-12,1916812.74,1010356.67
2010-11-12,386635.03,966491.63
2010-11-12,1999794.26,1312347.12
2010-11-12,301827.36,1219909.78
2010-11-12,1495536.46,1220121.17
2010-11-12,507584.29,938275.48
2010-11-12,911538.98,1043256.27
2010-11-12,520846.68,747466.75
2010-11-12,1895901.59,1066281.6
2010-11-12,1281675.6,1023509.43
2010-11-12,942475.24,1110487.62
2010-11-12,1939964.63,1316172.75
2010-11-12,2092189.06,1630441.22
2010-11-12,619639.74,1375188.85
2010-11-12,453632.76,1209580.29
2010-11-12,855459.96,1192177.23
2010-11-12,1081322.12,1020448.73
2010-11-12,1490235.86,900058.09
2010-11-12,2187765.28,1213683.2
2010-11-12,735796.38,1270115.92
2010-11-12,1043698.64,1307763.66
2010-11-12,1387953.75,1369089.98
2010-11-12,1312877.01,1333618.21
2010-11-12,713250.08,1038715.17
2010-11-12,971193.01,1085794.5
2010-11-12,1828010.25,1242656.82
2010-11-12,1266460.45,1218358.16
2010-11-12,524450.7,1060672.9
2010-11-12,431266.64,1004276.21
2010-11-12,1352780.76,1080593.76
2010-11-12,1141019.11,943195.53
2010-11-12,272803.94,744464.23
2010-11-12,979730.78,835520.25
2010-11-12,870914.69,923449.86
2010-11-12,425804.8,738054.66
2010-11-12,517546.69,613360.18
2010-11-12,340147.2,626828.83
2010-11-12,1291398.71,689162.42
2010-11-12,935481.32,702075.74
2010-11-12,1175326.23,851980.03
2010-11-12,588592.61,866189.21
2010-11-12,595421.23,917244.02
2010-11-12,281909.79,715346.24
2010-11-12,765648.93,681379.76
2010-11-19,1483784.18,743071.35
2010-11-19,1956739.17,1016700.66
2010-11-19,372545.32,972125.48
2010-11-19,2097809.4,1335305.4
2010-11-19,297384.81,1241652.58
2010-11-19,1518841.45,1248664.03
2010-11-19,482528.36,953821.87
2010-11-19,885608.04,1056434.41
2010-11-19,519823.3,740837.19
2010-11-19,1949177.13,1071195.66
2010-11-19,1292346.57,1025896.68
2010-11-19,894493.7,1108289.75
2010-11-19,1925393.91,1316246.92
2010-11-19,1968462.58,1605974.78
2010-11-19,608200.81,1337779.51
2010-11-19,458634.68,1171037.14
2010-11-19,782252.57,1148588.91
2010-11-19,1045722.37,972654.6
2010-11-19,1377593.1,854480.71
2010-11-19,2105058.91,1153852.33
2010-11-19,756288.89,1213383.17
2010-11-19,985896.44,1254111.94
2010-11-19,1314994.32,1307966.33
2010-11-19,1277150.6,1287877.83
2010-11-19,718056.73,1010477.4
2010-11-19,901972.7,1039614.16
2010-11-19,1704785.74,1183392.02
2010-11-19,1179315.72,1156256.3
2010-11-19,508174.55,1002461.09
2010-11-19,423707.69,943591.28
2010-11-19,1359158.57,1035028.45
2010-11-19,1150729.89,924217.28
2010-11-19,224639.76,733282.09
2010-11-19,955766.33,822800.45
2010-11-19,846850.35,907428.98
2010-11-19,411615.71,717920.41
2010-11-19,518124.16,591399.26
2010-11-19,348593.99,616190.11
2010-11-19,1370659.54,699168.75
2010-11-19,852452.93,700289.27
2010-11-19,1172155.28,852397.18
2010-11-19,524316.21,853635.59
2010-11-19,589467.35,901810.26
2010-11-19,284322.52,684542.86
2010-11-19,723987.85,658849.84
2010-11-26,1955624.11,815543.61
2010-11-26,2658725.29,1242425.42
2010-11-26,565567.84,1237645.52
2010-11-26,2789469.45,1738674.91
2010-11-26,488362.61,1691549.86
2010-11-26,2267452.4,1753915.52
2010-11-26,835189.26,1389208.31
2010-11-26,1261693.16,1528433.38
2010-11-26,768070.53,1124153.59
2010-11-26,2939946.38,1614470.35
2010-11-26,1757242.51,1512428.37
2010-11-26,1601377.41,1665666
2010-11-26,2766400.05,1966607.38
2010-11-26,2921709.71,2397335.21
2010-11-26,1120018.92,2033349.72
2010-11-26,651837.77,1812268.77
2010-11-26,1005448.76,1693083.04
2010-11-26,1653759.36,1470554.9
2010-11-26,1993367.83,1284886.53
2010-11-26,2811634.04,1623209.55
2010-11-26,1245628.61,1741967.72
2010-11-26,1564502.26,1853778.42
2010-11-26,2072685.05,1937563.56
2010-11-26,1779276.51,1894745.29
2010-11-26,1115240.61,1555466.61
2010-11-26,1286833.62,1563707.61
2010-11-26,2627910.75,1776389.31
2010-11-26,1937033.5,1749259
2010-11-26,975268.91,1588457.48
2010-11-26,462732.36,1457955.83
2010-11-26,1858856.06,1572360.32
2010-11-26,1634635.86,1373705.34
2010-11-26,240044.57,1034307.55
2010-11-26,1309476.68,1101149.11
2010-11-26,1781866.98,1364976.03
2010-11-26,408891.49,1074983.12
2010-11-26,518220.72,851700.09
2010-11-26,360857.98,875862.77
2010-11-26,2149355.2,1043838.47
2010-11-26,1166142.85,920693.65
2010-11-26,1866681.57,1212251.66
2010-11-26,522296.71,1213066.86
2010-11-26,633520.34,1267599.33
2010-11-26,307646.5,899257.59
2010-11-26,1182500.16,902529.06
2010-12-03,1548033.78,838799.5
2010-12-03,2015781.27,1137496.41
2010-12-03,476420.77,1106076.5
2010-12-03,2102530.17,1465053.23
2010-12-03,344490.88,1297451.37
2010-12-03,1677067.24,1323258.07
2010-12-03,552811.62,1030664.14
2010-12-03,952766.93,1125933.37
2010-12-03,578164.82,821060.3
2010-12-03,2251206.64,1202403.45
2010-12-03,1380522.64,1143094.53
2010-12-03,1069533.17,1246438.84
2010-12-03,2083379.89,1472561.43
2010-12-03,2258489.63,1808626.39
2010-12-03,754134.95,1509212.06
2010-12-03,512260.59,1335559.65
2010-12-03,926573.81,1306967.77
2010-12-03,1211026.13,1132497.02
2010-12-03,1615987.96,1003996.69
2010-12-03,2416051.17,1336379.93
2010-12-03,829210.73,1399769.96
2010-12-03,1230514.58,1460558.11
2010-12-03,1617025.41,1541757.97
2010-12-03,1413302.7,1501220.92
2010-12-03,885572.96,1195125.28
2010-12-03,1016143.64,1232511.86
2010-12-03,1884343.67,1363277.68
2010-12-03,1447916.29,1329455.85
2010-12-03,642678.53,1175331.02
2010-12-03,407112.22,1079638.87
2010-12-03,1338716.37,1144153.42
2010-12-03,1200892.56,1007463.19
2010-12-03,209986.25,759877.19
2010-12-03,1001512.21,831643.92
2010-12-03,982598.88,946741.25
2010-12-03,360266.09,751051.2
2010-12-03,508213.14,612515.31
2010-12-03,351925.36,640903.14
2010-12-03,1431910.98,726982.89
2010-12-03,1000582.06,730579.53
2010-12-03,1220115.75,902549.46
2010-12-03,500250.8,900956.99
2010-12-03,557543.62,942080.64
2010-12-03,264214.12,708541.27
2010-12-03,879244.9,684273.84
2010-12-10,1682614.26,776773.54
2010-12-10,2378726.55,1152468.69
2010-12-10,467642.03,1134488.37
2010-12-10,2302504.86,1542146.52
2010-12-10,352811.53,1436859.85
2010-12-10,1834737.58,1467284.51
2010-12-10,599730.07,1111485.21
2010-12-10,1069061.63,1231769.13
2010-12-10,618121.82,894892.53
2010-12-10,2411790.21,1306688.26
2010-12-10,1564516.43,1252644.03
2010-12-10,1121934.15,1357084.85
2010-12-10,2461468.35,1635566.19
2010-12-10,2600519.26,2032045.68
2010-12-10,847294.04,1719146.45
2010-12-10,570103.64,1520263.89
2010-12-10,962475.55,1488372.17
2010-12-10,1416168.98,1279312.29
2010-12-10,1799070.98,1119022.64
2010-12-10,2752122.08,1499988.25
2010-12-10,943891.64,1574745.85
2010-12-10,1367202.84,1655691.3
2010-12-10,1872365.99,1746930.71
2010-12-10,1593012.75,1705719.06
2010-12-10,964729.18,1348240.48
2010-12-10,1149612.04,1389384.56
2010-12-10,2139733.68,1543890.73
2010-12-10,1466164.49,1462650.43
2010-12-10,713834.74,1286814.83
2010-12-10,428631.91,1179595.37
2010-12-10,1475685.1,1244809.98
2010-12-10,1377322.73,1092327.79
2010-12-10,253050.1,849704.92
2010-12-10,1086661.02,924270.17
2010-12-10,1108580.19,1060259.83
2010-12-10,404545.03,846031.81
2010-12-10,511207.52,672808.77
2010-12-10,355965.23,693391.8
2010-12-10,1630564.48,802172.49
2010-12-10,1111215.72,802699.6
2010-12-10,1434908.13,1008772.22
2010-12-10,585175.24,1023565.76
2010-12-10,598679.02,1072108.52
2010-12-10,278253.28,801646.28
2010-12-10,1002364.34,779876
2010-12-17,1891034.93,871101.36
2010-12-17,2609166.75,1275899.66
2010-12-17,498159.39,1255795.74
2010-12-17,2740057.14,1748156.51
2010-12-17,367801.19,1621243.88
2010-12-17,2090268.95,1661090.68
2010-12-17,716388.81,1282535.1
2010-12-17,1220579.55,1427019.13
2010-12-17,685243.2,1016056.34
2010-12-17,2811646.85,1504825.47
2010-12-17,1843971.15,1455565.91
2010-12-17,1295605.35,1571409.22
2010-12-17,2771646.81,1881622.67
2010-12-17,2762861.41,2297146.31
2010-12-17,983825.15,1931581.97
2010-12-17,648652.01,1692518.15
2010-12-17,1049372.38,1643271.55
2010-12-17,1588430.71,1406628.33
2010-12-17,1911967.44,1236449.54
2010-12-17,2819193.17,1603523.14
2010-12-17,1147556.83,1703304.11
2010-12-17,1527682.99,1798966.23
2010-12-17,2238573.48,1928994.78
2010-12-17,1663525.77,1879306.45
2010-12-17,1047707.59,1525009.33
2010-12-17,1196813.33,1534860.63
2010-12-17,2350098.36,1699343.71
2010-12-17,1510443.62,1553717.73
2010-12-17,850538.25,1391120.23
2010-12-17,445332.28,1270645.17
2010-12-17,1714667,1374215.9
2010-12-17,1557776.1,1215751.45
2010-12-17,238875.26,961437.78
2010-12-17,1227148.13,1036759.75
2010-12-17,1314987.4,1210690.78
2010-12-17,410214.7,949800.32
2010-12-17,534285.21,745102.14
2010-12-17,334441.15,764215.32
2010-12-17,1842172.46,887220.18
2010-12-17,1179036.3,860029.96
2010-12-17,1627904.68,1103567.96
2010-12-17,537455.65,1104202.05
2010-12-17,615761.77,1160466.17
2010-12-17,278646.35,847760.95
2010-12-17,1123282.85,836610.26
2010-12-24,2387950.2,988619.36
2010-12-24,3436007.68,1568329.77
2010-12-24,605990.41,1566375.5
2010-12-24,3526713.39,2215988.91
2010-12-24,466010.25,2084534.39
2010-12-24,2727575.18,2152459.38
2010-12-24,1045124.88,1674282.82
2010-12-24,1511641.09,1855412.96
2010-12-24,873347.55,1324739.79
2010-12-24,3749057.69,1981349.28
2010-12-24,2306265.36,1897087.31
2010-12-24,1768249.89,2041712.32
2010-12-24,3595903.2,2458564.74
2010-12-24,3818686.45,3047632.52
2010-12-24,1368318.17,2571484.61
2010-12-24,1004730.69,2311177.68
2010-12-24,1309226.79,2219373.06
2010-12-24,2027507.15,1905693.85
2010-12-24,2678206.42,1677597.84
2010-12-24,3766687.43,2157271.7
2010-12-24,1587257.78,2273777.11
2010-12-24,1962445.04,2404420.76
2010-12-24,2734277.1,2545774.75
2010-12-24,2386015.75,2487336.62
2010-12-24,1295391.19,1993077.37
2010-12-24,1573982.47,1990422.31
2010-12-24,3078162.08,2213565.72
2010-12-24,2026026.39,2071915.58
2010-12-24,1130926.79,1820897.78
2010-12-24,519354.88,1665690.52
2010-12-24,2068942.97,1764682.62
2010-12-24,1949183.14,1538886.83
2010-12-24,249246.8,1183530.92
2010-12-24,1620748.25,1281495.21
2010-12-24,1779236.54,1533471.54
2010-12-24,422093.59,1204101.66
2010-12-24,576809.92,929627.02
2010-12-24,369106.72,953599
2010-12-24,2495489.25,1128547.2
2010-12-24,1648829.18,1102465.73
2010-12-24,2225016.73,1463050.36
2010-12-24,555075.27,1458703.43
2010-12-24,656637.63,1516209.61
2010-12-24,365098.24,1090131.41
2010-12-24,1682862.03,1096937.98
2010-12-31,1367320.01,925398.64
2010-12-31,1750434.55,1164470.49
2010-12-31,382677.76,1109678.52
2010-12-31,1794868.74,1395632.62
2010-12-31,298180.18,1118696.25
2010-12-31,1464050.02,1138042.25
2010-12-31,729572.08,933869.76
2010-12-31,773586.49,1012051.5
2010-12-31,459770.85,745031.92
2010-12-31,1707298.14,1026855.52
2010-12-31,1172003.1,968446.13
2010-12-31,891736.91,1000879.1
2010-12-31,1675292,1181220.2
2010-12-31,1623716.46,1414009.32
2010-12-31,543754.17,1181300.53
2010-12-31,575317.38,1061963.38
2010-12-31,635862.55,1010788.51
2010-12-31,887907.01,853311.51
2010-12-31,1275146.94,783597.61
2010-12-31,1799737.79,1034794.33
2010-12-31,672903.23,1054311.5
2010-12-31,774262.28,1081991.45
2010-12-31,1169773.85,1138364.82
2010-12-31,1208600.05,1125055.44
2010-12-31,623092.54,889726.39
2010-12-31,877268.29,930599.4
2010-12-31,1440963,1063939.55
2010-12-31,1090558.57,1048096.49
2010-12-31,465992.02,899574.88
2010-12-31,397631.02,854482.58
2010-12-31,1198071.6,918643.24
2010-12-31,955463.84,821543.41
2010-12-31,219804.85,647392.67
2010-12-31,902109.69,734616.2
2010-12-31,576332.05,770356.41
2010-12-31,359310.65,602604.22
2010-12-31,460331.7,503577.79
2010-12-31,303908.81,520398.58
2010-12-31,1230012.16,585979.07
2010-12-31,811318.3,632976.32
2010-12-31,1001790.16,761472.23
2010-12-31,428953.6,755196.61
2010-12-31,534740.3,801362.9
2010-12-31,241937.11,603747.89
2010-12-31,679156.2,577315.47
2011-01-07,1444732.28,665903.9
2011-01-07,1758050.79,931723.34
2011-01-07,378241.34,900423.54
2011-01-07,1862476.27,1224531.38
2011-01-07,286347.26,1145969.59
2011-01-07,1350441.68,1127111.47
2011-01-07,661163.94,907734.1
2011-01-07,873065.23,1006698.88
2011-01-07,490981.78,732399.98
2011-01-07,1714309.9,1017992.51
2011-01-07,1178905.44,983685.26
2011-01-07,910110.24,1033474.52
2011-01-07,1744544.39,1207770.35
2011-01-07,1864746.1,1482523.21
2011-01-07,509640.77,1241589.39
2011-01-07,573545.96,1120517.49
2011-01-07,1083071.14,1155109.67
2011-01-07,933960.3,992992.85
2011-01-07,1224175.99,864878.83
2011-01-07,1843030.95,1131556.87
2011-01-07,629152.06,1142678.09
2011-01-07,873954.7,1100854.8
2011-01-07,1122034.48,1138469.64
2011-01-07,1178641.71,1129362.78
2011-01-07,558794.63,872515.52
2011-01-07,938149.21,934314.95
2011-01-07,1568159.48,1073155.9
2011-01-07,1402902.47,1129329.5
2011-01-07,455952.18,984791.59
2011-01-07,451077.21,963248.11
2011-01-07,1311986.87,1038015.64
2011-01-07,1046416.17,933666.98
2011-01-07,243948.82,701876.25
2011-01-07,900646.94,790815.2
2011-01-07,649289.75,830457.71
2011-01-07,384659.85,644992.31
2011-01-07,542464.02,544201.88
2011-01-07,386344.54,572681.02
2011-01-07,1224475.12,637446.66
2011-01-07,894280.19,686444.74
2011-01-07,1153596.53,840232.08
2011-01-07,592947.75,850328.83
2011-01-07,611796.61,895419.24
2011-01-07,288320.38,708188.29
2011-01-07,680254.35,665383.12
2011-01-14,1391013.96,712866.61
2011-01-14,1744193.58,943115.78
2011-01-14,381061.1,896968.67
2011-01-14,1865502.46,1212405.09
2011-01-14,260636.71,1128481.56
2011-01-14,1306194.55,1111517.68
2011-01-14,547384.9,872155.94
2011-01-14,809646.66,957873.06
2011-01-14,458086.69,676389.9
2011-01-14,1710803.59,966423.28
2011-01-14,1194449.78,944074.32
2011-01-14,812011.8,996999.7
2011-01-14,1682316.31,1171533.63
2011-01-14,1699095.9,1419735.48
2011-01-14,479424.2,1173459.6
2011-01-14,470365.59,1028642.76
2011-01-14,758510.36,1017942.47
2011-01-14,777175.28,836914.27
2011-01-14,1181204.53,733335.99
2011-01-14,1884345.01,1014320.15
2011-01-14,650789.13,1050404.86
2011-01-14,807535.52,1060209.89
2011-01-14,1016756.1,1108126.06
2011-01-14,1167740.2,1105433.19
2011-01-14,572360.83,843036.36
2011-01-14,812323.29,875343.19
2011-01-14,1532308.62,1020297.81
2011-01-14,1098286.61,1036603.91
2011-01-14,426905.26,888436.92
2011-01-14,465408.72,867046.5
2011-01-14,1350730.31,974727.9
2011-01-14,1028206.51,873907.48
2011-01-14,259527.75,706155.71
2011-01-14,898610.33,800496.72
2011-01-14,687670.78,844949.14
2011-01-14,410497.73,656902.62
2011-01-14,525616.9,556384.7
2011-01-14,356138.79,575706.91
2011-01-14,1193199.39,634624.72
2011-01-14,771315.62,651353.69
2011-01-14,1052609.16,779775.97
2011-01-14,613899.15,797432.42
2011-01-14,614940.07,849192.68
2011-01-14,292859.36,669124.67
2011-01-14,654018.95,645665.34
2011-01-21,1327405.42,700624.59
2011-01-21,1751384.9,928121.74
2011-01-21,350876.7,875309.07
2011-01-21,1886393.94,1194015.98
2011-01-21,275313.34,1118274.86
2011-01-21,1261253.18,1105044.41
2011-01-21,521539.46,859075.32
2011-01-21,822668.23,953433.63
2011-01-21,454021.69,666959.18
2011-01-21,1677556.18,947407.75
2011-01-21,1187776.19,932712.35
2011-01-21,802105.5,988825.56
2011-01-21,1770177.37,1178327.39
2011-01-21,1743188.87,1436160.82
2011-01-21,487311.03,1198111.79
2011-01-21,462888.13,1053134.18
2011-01-21,755804.37,1043873.95
2011-01-21,891148.55,868068.19
2011-01-21,1212967.84,762023.98
2011-01-21,1781805.66,1020922.91
2011-01-21,663941.73,1061133.63
2011-01-21,855001.02,1080972.96
2011-01-21,1110706.06,1124884.46
2011-01-21,1107170.39,1103724.97
2011-01-21,568093.57,860982.55
2011-01-21,809833.21,890160.85
2011-01-21,1517029.9,1022566.63
2011-01-21,1079669.11,1016359.24
2011-01-21,445134.15,883951.99
2011-01-21,439132.62,858159.8
2011-01-21,1344167.13,965026.58
2011-01-21,1078348.91,877290.38
2011-01-21,244856.44,710327.85
2011-01-21,891025.39,799506.1
2011-01-21,659902.07,843659.99
2011-01-21,399191.05,654664.77
2011-01-21,526486.82,544292.35
2011-01-21,341098.08,563540.68
2011-01-21,1243370.74,634009.75
2011-01-21,764014.75,654832.29
2011-01-21,1088025.8,792599.24
2011-01-21,533414.62,793984.8
2011-01-21,601004.79,845966.14
2011-01-21,276157.8,652523.55
2011-01-21,644285.33,628577.67
2011-01-28,1316899.31,674352.37
2011-01-28,1695371.68,906743.78
2011-01-28,364866.24,859516.07
2011-01-28,1814240.85,1167132.68
2011-01-28,279088.39,1094093.29
2011-01-28,1287034.7,1088120.37
2011-01-28,513372.17,851720.47
2011-01-28,782256.66,935198.55
2011-01-28,463561.48,665062.68
2011-01-28,1715769.05,952398.81
2011-01-28,1100418.69,915075.61
2011-01-28,873119.06,987024.99
2011-01-28,1633663.12,1157306.28
2011-01-28,1613718.38,1387337.66
2011-01-28,481119.6,1140407.77
2011-01-28,448391.99,1010002.43
2011-01-28,736335.69,982645.76
2011-01-28,849540.85,825821.3
2011-01-28,1284185.49,759914.72
2011-01-28,1761506.68,1015992.14
2011-01-28,649878.29,1056289.4
2011-01-28,799369.15,1068896.09
2011-01-28,1083657.61,1115719.44
2011-01-28,1126921.34,1084266.61
2011-01-28,600448.69,852055.02
2011-01-28,817485.14,885576.39
2011-01-28,1421111.55,1009924.87
2011-01-28,1127859.69,1018765.28
2011-01-28,410426.97,875466.41
2011-01-28,425989.04,840574.48
2011-01-28,1254955.68,928068.59
2011-01-28,1006814.85,845209.25
2011-01-28,231155.9,665868.49
2011-01-28,836717.75,751126.64
2011-01-28,633289.78,792586.79
2011-01-28,372174.12,616030.48
2011-01-28,513672.36,517401.98
2011-01-28,357557.16,542682.23
2011-01-28,1158698.44,607078.37
2011-01-28,775910.43,635602.5
2011-01-28,1026439.93,766455.66
2011-01-28,499081.79,763537.55
2011-01-28,562558.27,804537.77
2011-01-28,276011.4,628000.36
2011-01-28,617207.58,596259.79
2011-02-04,1606629.58,712297.72
2011-02-04,1929346.23,998350.61
2011-02-04,438516.53,973542.26
2011-02-04,2119086.04,1342157.19
2011-02-04,329613.2,1284638.32
2011-02-04,1514999.17,1266312.23
2011-02-04,558027.77,992048.54
2011-02-04,944594.78,1093264.19
2011-02-04,544612.28,778369.44
2011-02-04,1968045.91,1106055.98
2011-02-04,1422546.05,1087565.36
2011-02-04,1046068.17,1185173.44
2011-02-04,1848186.58,1365891.8
2011-02-04,1995891.87,1656147.72
2011-02-04,556550.85,1373848.7
2011-02-04,479263.15,1185192.12
2011-02-04,816603.05,1139299.1
2011-02-04,1055841.24,980830.03
2011-02-04,1370562.11,855764.08
2011-02-04,2351143.07,1214682.52
2011-02-04,596218.24,1238073.54
2011-02-04,946060.98,1263965.13
2011-02-04,1159438.53,1284684.59
2011-02-04,1225182.04,1255608.57
2011-02-04,639830.45,913346.05
2011-02-04,911807.02,976463.8
2011-02-04,1628100.79,1112871.77
2011-02-04,1564897.32,1193963.52
2011-02-04,504126.89,1049752.49
2011-02-04,490970.95,1019980.59
2011-02-04,1443206.46,1126260.48
2011-02-04,1070457.8,1014731.88
